lab_id,baseline_model,tuned_model,baseline_cv_macro_f1_mean,baseline_cv_macro_f1_std,tuned_cv_macro_f1_mean,tuned_cv_macro_f1_std,cv_macro_f1_change,baseline_cv_accuracy_mean,tuned_cv_accuracy_mean,baseline_cv_balanced_accuracy_mean,tuned_cv_balanced_accuracy_mean,tuned_train_macro_f1_mean,tuned_generalization_gap,final_test_accuracy,final_test_balanced_accuracy,final_test_macro_f1,selected_configuration,model_file_action,best_params,combinations_tested,split_strategy,inner_cv_strategy,development_samples,test_samples
boyle_mariotte,RandomForestClassifier,RandomForestClassifier,0.9564458242582318,0.010713069186747809,0.9627524655316623,0.009179556010850904,0.006306641273430502,0.95625,0.9625,0.95625,0.9625,0.9841334961485726,0.021381030616910324,0.925,0.9249999999999999,0.9254848019145716,tuned,updated,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""n_estimators"": 350}",4,saved_train_validation_test_manifest,StratifiedGroupKFold(n_splits=4),480,160
