lab_id,best_model,accuracy,balanced_accuracy,macro_f1,selection_validation_accuracy,selection_validation_balanced_accuracy,selection_validation_macro_f1,n_samples,n_features,validation_strategy,train_samples,validation_samples,test_samples,train_groups,validation_groups,test_groups
cooling,random_forest,0.9,0.9,0.901178553023683,0.8625,0.8625,0.8619843174025352,640,23,stratified_group_train_validation_test,320,160,160,80,40,40
