lab_id,test_groups,bootstrap_repeats,macro_f1,macro_f1_ci95_low,macro_f1_ci95_high,bootstrap_mean,bootstrap_std,resampling_unit
boyle_mariotte,40,1000,0.9254848019145716,0.8873833642899495,0.9624881291547958,0.9246533249917822,0.019661532498441898,generation_group
cooling,40,1000,0.8758263341596674,0.8274391660327978,0.9191589401883519,0.8754099890117074,0.023653266997310466,generation_group
heat_balance,40,1000,0.8873103718967716,0.8305538771573254,0.9375330941392918,0.8862160977947624,0.028067029183165348,generation_group
isochoric,40,1000,0.9937490232848882,0.981223595681427,1.0,0.9938330326681741,0.006057647212178217,generation_group
