mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,mean_test_macro_f1,std_test_macro_f1,rank_test_macro_f1,mean_train_macro_f1,std_train_macro_f1,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,mean_train_accuracy,std_train_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,mean_train_balanced_accuracy,std_train_balanced_accuracy
0.43040744463602704,0.002184003740086603,0.01916360855102539,0.00021064988701732543,"{""max_depth"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 450}",0.8879506799524233,0.007547422255727635,11,1.0,0.0,0.8895833333333334,0.0077951195557790665,11,1.0,0.0,0.8895833333333334,0.007795119555779027,11,1.0,0.0
0.4312230745951335,0.002728411637345173,0.019100745519002277,0.00020694259607872525,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 450}",0.8879506799524233,0.007547422255727635,11,1.0,0.0,0.8895833333333334,0.0077951195557790665,11,1.0,0.0,0.8895833333333334,0.007795119555779027,11,1.0,0.0
0.42786574363708496,0.008395385268773642,0.011496861775716146,0.0003740467794417325,"{""max_depth"": 10, ""max_features"": 0.7, ""min_samples_leaf"": 3, ""n_estimators"": 250}",0.882529946525357,0.011127197317646708,13,0.9739112737743646,0.005343054126309664,0.8833333333333333,0.011785113019775804,13,0.9739583333333334,0.005311478659992458,0.8833333333333333,0.011785113019775804,13,0.9739583333333334,0.005311478659992458
0.42064793904622394,0.002763338929747332,0.01125025749206543,0.00010856836201486013,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 3, ""n_estimators"": 250}",0.8804063764837323,0.008146020142074308,14,0.9739112737743646,0.005343054126309664,0.88125,0.008838834764831865,14,0.9739583333333334,0.005311478659992458,0.88125,0.008838834764831865,14,0.9739583333333334,0.005311478659992458
0.428803284962972,0.00304401971556342,0.011854012807210287,0.00041309573548245097,"{""max_depth"": 16, ""max_features"": 0.7, ""min_samples_leaf"": 3, ""n_estimators"": 250}",0.8804063764837323,0.008146020142074308,14,0.9739112737743646,0.005343054126309664,0.88125,0.008838834764831865,14,0.9739583333333334,0.005311478659992458,0.88125,0.008838834764831865,14,0.9739583333333334,0.005311478659992458
0.7543030579884847,0.007794017950710231,0.018061717351277668,0.00014393590249137526,"{""max_depth"": 10, ""max_features"": 0.7, ""min_samples_leaf"": 3, ""n_estimators"": 450}",0.8779866436341038,0.004782753127664348,16,0.974982999397986,0.005135281332180035,0.8791666666666668,0.005892556509887875,16,0.975,0.00510310363079827,0.8791666666666668,0.005892556509887928,16,0.975,0.00510310363079827
0.7822039127349854,0.027308038022068774,0.022960901260375977,0.004794317873895275,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 3, ""n_estimators"": 450}",0.8779866436341038,0.004782753127664348,16,0.974982999397986,0.005135281332180035,0.8791666666666668,0.005892556509887875,16,0.975,0.00510310363079827,0.8791666666666668,0.005892556509887928,16,0.975,0.00510310363079827
0.7686326503753662,0.015419075671202079,0.018542925516764324,0.000669244372608981,"{""max_depth"": 16, ""max_features"": 0.7, ""min_samples_leaf"": 3, ""n_estimators"": 450}",0.8779866436341038,0.004782753127664348,16,0.974982999397986,0.005135281332180035,0.8791666666666668,0.005892556509887875,16,0.975,0.00510310363079827,0.8791666666666668,0.005892556509887928,16,0.975,0.00510310363079827
0.4540243148803711,0.008826749213973523,0.011348406473795572,0.00012766334757465154,"{""max_depth"": 10, ""max_features"": 0.7, ""min_samples_leaf"": 1, ""n_estimators"": 250}",0.8759043732660037,0.007307803921657182,19,1.0,0.0,0.8770833333333333,0.007795119555779017,19,1.0,0.0,0.8770833333333333,0.0077951195557791056,19,1.0,0.0
0.45219985644022626,0.006172521438958114,0.011307319005330404,4.6852469367419346e-05,"{""max_depth"": null, ""max_features"": 0.7, ""min_samples_leaf"": 1, ""n_estimators"": 250}",0.8740431935521179,0.005255079628758463,20,1.0,0.0,0.875,0.00510310363079827,20,1.0,0.0,0.875,0.00510310363079836,20,1.0,0.0
