lab_id,baseline_model,tuned_model,baseline_cv_macro_f1_mean,baseline_cv_macro_f1_std,tuned_cv_macro_f1_mean,tuned_cv_macro_f1_std,cv_macro_f1_change,baseline_cv_accuracy_mean,tuned_cv_accuracy_mean,baseline_cv_balanced_accuracy_mean,tuned_cv_balanced_accuracy_mean,tuned_train_macro_f1_mean,tuned_generalization_gap,final_test_accuracy,final_test_balanced_accuracy,final_test_macro_f1,selected_configuration,model_file_action,best_params,combinations_tested,split_strategy,inner_cv_strategy,development_samples,test_samples
heat_balance,GradientBoostingClassifier,GradientBoostingClassifier,0.8346813614326349,0.03366554812801686,0.8574357374868873,0.0242393181159346,0.022754376054252345,0.8354166666666667,0.8583333333333334,0.8354166666666667,0.8583333333333334,1.0,0.14256426251311272,0.8875,0.8875,0.8873103718967716,tuned,updated,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 100, ""subsample"": 0.9}",4,saved_train_validation_test_manifest,StratifiedGroupKFold(n_splits=4),480,160
