lab_id,baseline_model,tuned_model,baseline_cv_macro_f1_mean,baseline_cv_macro_f1_std,tuned_cv_macro_f1_mean,tuned_cv_macro_f1_std,cv_macro_f1_change,baseline_cv_accuracy_mean,tuned_cv_accuracy_mean,baseline_cv_balanced_accuracy_mean,tuned_cv_balanced_accuracy_mean,tuned_train_macro_f1_mean,tuned_generalization_gap,final_test_accuracy,final_test_balanced_accuracy,final_test_macro_f1,selected_configuration,model_file_action,best_params,combinations_tested,split_strategy,inner_cv_strategy,development_samples,test_samples
isochoric,RandomForestClassifier,RandomForestClassifier,0.9791539239209013,0.012510431153304049,0.9791539239209013,0.012510431153304049,0.0,0.9791666666666666,0.9791666666666666,0.9791666666666667,0.9791666666666667,1.0,0.02084607607909872,0.99375,0.99375,0.9937490232848882,baseline,updated,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 220}",4,saved_train_validation_test_manifest,StratifiedGroupKFold(n_splits=4),480,160
